timestamp,location,sensor,value
2024-03-29T17:27:00.000Z,zone-b,temperature,18.7
2024-03-29T19:12:00.000Z,zone-c,humidity,39.5
2024-03-29T19:31:00.000Z,zone-a,temperature,27.8
2024-03-29T23:10:00.000Z,zone-d,temperature,23
2024-03-30T00:51:00.000Z,zone-a,humidity,75.9
2024-03-30T01:05:00.000Z,zone-b,temperature,24.4
2024-03-30T01:11:00.000Z,zone-c,light,472.4
2024-03-30T01:28:00.000Z,zone-b,light,477.8
2024-03-30T01:40:00.000Z,zone-a,light,743.4
2024-03-30T04:01:00.000Z,zone-b,humidity,70.5
2024-03-30T06:51:00.000Z,zone-b,pressure,997.4
2024-03-30T07:52:00.000Z,zone-c,temperature,29.8
2024-03-30T12:26:00.000Z,zone-d,light,727.2
2024-03-30T12:59:00.000Z,zone-d,humidity,30.5
2024-03-30T13:22:00.000Z,zone-d,pressure,993.8
2024-03-30T14:41:00.000Z,zone-a,pressure,1004.6
2024-03-30T15:12:00.000Z,zone-c,pressure,996.9
